Make,Model,Year,Price,Mileage,Body Type,Cylinders,Transmission,Fuel Type,Color,Location,Description
benz,s-class,2021,205382,47984,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai,"2021 mercedes-benz s-class with Navigation system, Adaptive cruise control, Sunroof. Condition: Accident history."
benz,e-class,2024,35256,288776,Sedan,8,Automatic Transmission,Gasoline,Black, Dubai,"2024 mercedes-benz e-class with Navigation system, Leather seats, Rear camera, Adaptive cruise control. Condition: No damage."
benz,s-class,2024,24820,18486,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2024 mercedes-benz s-class with Bluetooth, Leather seats, Rear camera. Condition: Minor scratches."
bmw,6-series,2020,130049,227370,Sedan,6,Automatic Transmission,Gasoline,Brown, Dubai,"2020 bmw 6-series with Sunroof, Rear camera, Navigation system, Bluetooth. Condition: No damage."
nissan,patrol,2021,291407,53596,SUV,8,Automatic Transmission,Gasoline,Beige, Dubai,"2021 nissan patrol with Rear camera, Leather seats, Navigation system, Adaptive cruise control. Condition: Engine repaired."
land-rover,lr3,2020,19488,177693,SUV,6,Automatic Transmission,Gasoline,Blue, Dubai,"2020 land-rover lr3 with Sunroof, Adaptive cruise control. Condition: Minor scratches."
toyota,hiace,2020,88977,267046,Van,4,Manual Transmission,Gasoline,White, Sharjah,"2020 toyota hiace with Adaptive cruise control, Leather seats, Rear camera, Navigation system. Condition: Accident history."
benz,gls-class,2021,1465751,196778,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2021 mercedes-benz gls-class with Rear camera, Navigation system. Condition: Minor scratches."
bmw,7-series,2024,35126,211735,Sedan,6,Automatic Transmission,Gasoline,Blue, Dubai,"2024 bmw 7-series with Bluetooth, Adaptive cruise control, Leather seats, Sunroof. Condition: Dented door."
benz,e-class,2024,41803,159595,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2024 mercedes-benz e-class with Rear camera, Bluetooth, Adaptive cruise control, Sunroof. Condition: No damage."
toyota,corolla,2022,14215,68017,Sedan,4,Automatic Transmission,Gasoline,Red, Ajman,"2022 toyota corolla with Bluetooth, Navigation system, Adaptive cruise control, Sunroof. Condition: No damage."
toyota,previa,2021,17996,294854,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2021 toyota previa with Sunroof, Rear camera. Condition: Engine repaired."
benz,s-class,2021,128019,273779,Sedan,6,Automatic Transmission,Gasoline,Blue, Sharjah,"2021 mercedes-benz s-class with Sunroof, Adaptive cruise control, Bluetooth, Leather seats. Condition: No damage."
benz,e-class,2021,376090,273401,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2021 mercedes-benz e-class with Bluetooth, Sunroof. Condition: Engine repaired."
toyota,yaris,2023,49661,213444,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2023 toyota yaris with Bluetooth, Adaptive cruise control, Navigation system, Sunroof. Condition: Repainted bumper."
land-rover,range-rover,2020,328822,159848,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2020 land-rover range-rover with Leather seats, Navigation system. Condition: No damage."
nissan,rogue,2022,115294,72564,SUV,4,Automatic Transmission,Gasoline,Grey, Sharjah,"2022 nissan rogue with Adaptive cruise control, Navigation system. Condition: Repainted bumper."
nissan,altima,2023,55467,42065,Sedan,4,Automatic Transmission,Gasoline,White, Sharjah,"2023 nissan altima with Navigation system, Rear camera. Condition: Repainted bumper."
toyota,zelas,2024,30801,34791,Coupe,4,Automatic Transmission,Gasoline,Red, Dubai,"2024 toyota zelas with Leather seats, Sunroof, Adaptive cruise control, Rear camera. Condition: Dented door."
ford,edge,2023,95710,132664,SUV,6,Automatic Transmission,Gasoline,Red, Dubai,"2023 ford edge with Leather seats, Adaptive cruise control. Condition: Repainted bumper."
nissan,sunny,2023,9321,193683,Sedan,4,Automatic Transmission,Gasoline,Silver, Ajman,"2023 nissan sunny with Leather seats, Adaptive cruise control, Bluetooth, Navigation system. Condition: No damage."
porsche,cayenne,2020,84319,152943,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2020 porsche cayenne with Bluetooth, Leather seats, Rear camera. Condition: No damage."
porsche,cayman,2023,424336,245037,Sports Car,6,Manual Transmission,Gasoline,Grey, Dubai,"2023 porsche cayman with Sunroof, Bluetooth, Adaptive cruise control, Leather seats. Condition: Engine repaired."
bmw,x5,2021,109313,85220,SUV,8,Automatic Transmission,Gasoline,Blue, Dubai,"2021 bmw x5 with Navigation system, Sunroof, Rear camera, Leather seats. Condition: Dented door."
bmw,3-series,2022,95286,35410,Sedan,3,Automatic Transmission,Gasoline,White, Dubai,"2022 bmw 3-series with Bluetooth, Rear camera, Leather seats, Sunroof. Condition: Accident history."
ford,bronco,2022,260540,169855,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2022 ford bronco with Adaptive cruise control, Leather seats, Rear camera, Navigation system. Condition: No damage."
porsche,panamera,2020,136378,104186,Sedan,6,Automatic Transmission,Gasoline,Black, Sharjah,"2020 porsche panamera with Adaptive cruise control, Leather seats, Bluetooth. Condition: Engine repaired."
bmw,x6,2021,47215,57750,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2021 bmw x6 with Bluetooth, Sunroof, Rear camera. Condition: Dented door."
ford,bronco,2023,284211,141293,SUV,6,Automatic Transmission,Gasoline,Other Color, Dubai,"2023 ford bronco with Rear camera, Sunroof, Adaptive cruise control. Condition: Engine repaired."
nissan,sunny,2022,25085,60252,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2022 nissan sunny with Leather seats, Rear camera, Adaptive cruise control, Sunroof. Condition: No damage."
benz,gt,2023,259184,233479,Sports Car,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2023 mercedes-benz gt with Rear camera, Adaptive cruise control, Navigation system. Condition: Accident history."
benz,s-class,2022,139303,99564,Sedan,8,Automatic Transmission,Gasoline,Grey, Dubai,"2022 mercedes-benz s-class with Bluetooth, Sunroof, Leather seats, Rear camera. Condition: Engine repaired."
ford,f-series-pickup,2024,274792,257605,Pick Up Truck,8,Automatic Transmission,Gasoline,Black, Dubai,"2024 ford f-series-pickup with Navigation system, Leather seats. Condition: Accident history."
benz,glc,2020,175913,251126,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2020 mercedes-benz glc with Sunroof, Adaptive cruise control. Condition: Dented door."
ford,edge,2020,87458,151801,SUV,4,Automatic Transmission,Gasoline,Silver, Dubai,"2020 ford edge with Leather seats, Adaptive cruise control, Rear camera, Navigation system. Condition: Accident history."
bmw,6-series,2024,28491,143349,Coupe,6,Automatic Transmission,Gasoline,White, Dubai,"2024 bmw 6-series with Adaptive cruise control, Navigation system. Condition: Dented door."
benz,cla,2022,91565,110320,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2022 mercedes-benz cla with Bluetooth, Navigation system. Condition: Dented door."
ford,mustang,2021,55513,183723,Coupe,8,Automatic Transmission,Gasoline,Blue, Dubai,"2021 ford mustang with Rear camera, Leather seats, Adaptive cruise control. Condition: Repainted bumper."
land-rover,defender,2021,389077,109674,SUV,6,Automatic Transmission,Gasoline,Black, Abu Dhabi,"2021 land-rover defender with Sunroof, Leather seats. Condition: Dented door."
land-rover,range-rover,2020,246412,271911,SUV,5,Automatic Transmission,Gasoline,White, Dubai,"2020 land-rover range-rover with Sunroof, Leather seats, Rear camera. Condition: Engine repaired."
land-rover,range-rover-velar,2021,356697,297888,SUV,4,Automatic Transmission,Gasoline,Black, Dubai,"2021 land-rover range-rover-velar with Navigation system, Bluetooth. Condition: No damage."
benz,g-class,2024,888381,59994,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2024 mercedes-benz g-class with Adaptive cruise control, Rear camera, Leather seats, Navigation system. Condition: Repainted bumper."
bmw,x6,2024,173243,24861,SUV,8,Automatic Transmission,Gasoline,Black, Sharjah,"2024 bmw x6 with Adaptive cruise control, Leather seats. Condition: Dented door."
porsche,cayenne,2020,157924,230030,SUV,5,Automatic Transmission,Gasoline,White, Dubai,"2020 porsche cayenne with Bluetooth, Rear camera, Sunroof, Navigation system. Condition: Minor scratches."
toyota,camry,2022,141070,17234,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai,"2022 toyota camry with Bluetooth, Rear camera. Condition: No damage."
benz,c-class,2020,144864,56794,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2020 mercedes-benz c-class with Leather seats, Rear camera. Condition: Minor scratches."
porsche,carrera,2024,950356,36120,Coupe,6,Automatic Transmission,Gasoline,Silver, Dubai,"2024 porsche carrera with Leather seats, Adaptive cruise control, Bluetooth, Rear camera. Condition: Repainted bumper."
benz,s-class,2020,211824,231348,Sedan,6,Automatic Transmission,Gasoline,Silver, Dubai,"2020 mercedes-benz s-class with Leather seats, Rear camera, Adaptive cruise control. Condition: No damage."
nissan,maxima,2023,54808,183924,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2023 nissan maxima with Adaptive cruise control, Navigation system. Condition: No damage."
benz,s-class,2021,228965,27252,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai,"2021 mercedes-benz s-class with Bluetooth, Navigation system. Condition: Engine repaired."
bmw,x2,2022,135290,205699,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2022 bmw x2 with Bluetooth, Sunroof. Condition: Engine repaired."
benz,cls-class,2020,24868,214417,Coupe,8,Automatic Transmission,Gasoline,White, Dubai,"2020 mercedes-benz cls-class with Bluetooth, Rear camera, Leather seats, Sunroof. Condition: Minor scratches."
toyota,rav-4,2020,64031,172212,SUV,4,Automatic Transmission,Gasoline,White, Sharjah,"2020 toyota rav-4 with Rear camera, Leather seats. Condition: No damage."
nissan,x-trail,2024,58015,214379,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2024 nissan x-trail with Rear camera, Adaptive cruise control, Leather seats. Condition: Repainted bumper."
benz,amg,2021,1269951,115634,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2021 mercedes-benz amg with Sunroof, Leather seats, Bluetooth, Adaptive cruise control. Condition: Minor scratches."
land-rover,range-rover,2024,257217,84694,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2024 land-rover range-rover with Sunroof, Rear camera, Adaptive cruise control, Bluetooth. Condition: No damage."
porsche,carrera,2023,145357,241265,Coupe,6,Automatic Transmission,Gasoline,Silver, Dubai,"2023 porsche carrera with Sunroof, Navigation system. Condition: Engine repaired."
toyota,land-cruiser,2021,81778,61500,SUV,6,Automatic Transmission,Gasoline,Red, Dubai,"2021 toyota land-cruiser with Rear camera, Bluetooth, Sunroof, Navigation system. Condition: Accident history."
benz,g-class,2021,819628,60767,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2021 mercedes-benz g-class with Adaptive cruise control, Sunroof, Navigation system, Rear camera. Condition: Minor scratches."
benz,s-class-coupe,2023,1577489,253866,Sedan,12,Automatic Transmission,Gasoline,Black, Dubai,"2023 mercedes-benz s-class-coupe with Rear camera, Navigation system, Leather seats. Condition: Repainted bumper."
benz,s-class,2023,1618728,227624,Sedan,12,Automatic Transmission,Gasoline,Black, Dubai,"2023 mercedes-benz s-class with Leather seats, Sunroof. Condition: Dented door."
bmw,x1,2021,113513,202563,SUV,4,Automatic Transmission,Gasoline,Grey, Dubai,"2021 bmw x1 with Sunroof, Rear camera, Bluetooth. Condition: No damage."
porsche,carrera,2024,795652,156512,Sports Car,6,Automatic Transmission,Gasoline,Blue, Dubai,"2024 porsche carrera with Rear camera, Sunroof, Adaptive cruise control, Navigation system. Condition: Dented door."
ford,fusion,2022,13462,286016,Sedan,4,Automatic Transmission,Gasoline,Blue, Dubai,"2022 ford fusion with Bluetooth, Adaptive cruise control. Condition: No damage."
toyota,tundra,2024,19257,279815,Pick Up Truck,8,Automatic Transmission,Gasoline,Black, Sharjah,"2024 toyota tundra with Bluetooth, Sunroof, Navigation system, Adaptive cruise control. Condition: Dented door."
toyota,camry,2023,100092,39938,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2023 toyota camry with Leather seats, Rear camera. Condition: No damage."
toyota,fortuner,2022,31500,46867,SUV,6,Automatic Transmission,Gasoline,Red, Dubai,"2022 toyota fortuner with Adaptive cruise control, Leather seats. Condition: Dented door."
bmw,x5,2024,89529,283889,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2024 bmw x5 with Adaptive cruise control, Navigation system, Sunroof, Rear camera. Condition: Accident history."
ford,mustang,2020,93383,77849,Coupe,8,Automatic Transmission,Gasoline,White, Dubai,"2020 ford mustang with Leather seats, Bluetooth, Adaptive cruise control, Rear camera. Condition: Accident history."
land-rover,range-rover-sport,2021,119042,140351,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2021 land-rover range-rover-sport with Rear camera, Leather seats, Navigation system, Adaptive cruise control. Condition: No damage."
toyota,camry,2020,15821,205361,Sedan,4,Automatic Transmission,Gasoline,Blue, Sharjah,"2020 toyota camry with Rear camera, Bluetooth, Sunroof, Adaptive cruise control. Condition: Accident history."
benz,c-class,2023,153171,191778,Coupe,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2023 mercedes-benz c-class with Sunroof, Adaptive cruise control, Rear camera. Condition: Repainted bumper."
benz,e-class,2020,53068,262282,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai,"2020 mercedes-benz e-class with Bluetooth, Adaptive cruise control, Rear camera, Navigation system. Condition: Minor scratches."
bmw,x6,2021,41975,103534,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2021 bmw x6 with Rear camera, Leather seats. Condition: Engine repaired."
ford,mustang,2023,147974,156780,Coupe,8,Manual Transmission,Gasoline,Green, Dubai,"2023 ford mustang with Adaptive cruise control, Leather seats. Condition: Engine repaired."
bmw,x5,2022,316522,294154,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2022 bmw x5 with Rear camera, Leather seats. Condition: No damage."
benz,glc,2020,248646,230303,SUV,4,Automatic Transmission,Gasoline,Black, Dubai,"2020 mercedes-benz glc with Rear camera, Sunroof, Leather seats, Bluetooth. Condition: Repainted bumper."
porsche,panamera,2024,120285,118463,Sedan,8,Automatic Transmission,Gasoline,Black, Sharjah,"2024 porsche panamera with Navigation system, Sunroof. Condition: Repainted bumper."
ford,expedition,2020,142681,65322,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2020 ford expedition with Navigation system, Bluetooth, Leather seats, Adaptive cruise control. Condition: Dented door."
porsche,carrera,2022,446581,23513,Coupe,6,Automatic Transmission,Gasoline,Grey, Dubai,"2022 porsche carrera with Leather seats, Rear camera. Condition: Repainted bumper."
benz,cla,2022,234738,192509,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai,"2022 mercedes-benz cla with Rear camera, Leather seats, Adaptive cruise control, Navigation system. Condition: Engine repaired."
land-rover,range-rover,2020,182803,111774,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2020 land-rover range-rover with Navigation system, Leather seats, Rear camera, Bluetooth. Condition: Minor scratches."
ford,mustang,2020,89598,91093,Sports Car,8,Automatic Transmission,Gasoline,Silver, Dubai,"2020 ford mustang with Rear camera, Leather seats. Condition: Dented door."
porsche,cayenne,2021,539912,124635,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2021 porsche cayenne with Bluetooth, Sunroof, Leather seats, Navigation system. Condition: Minor scratches."
benz,gt,2023,624926,123721,Coupe,8,Automatic Transmission,Gasoline,Grey, Dubai,"2023 mercedes-benz gt with Navigation system, Rear camera, Adaptive cruise control. Condition: Dented door."
ford,mustang,2024,51573,23600,Coupe,6,Automatic Transmission,Gasoline,Burgundy, Abu Dhabi,"2024 ford mustang with Navigation system, Leather seats, Rear camera. Condition: Dented door."
benz,cls-class,2024,137567,15296,Sedan,8,Automatic Transmission,Gasoline,Silver, Ajman,"2024 mercedes-benz cls-class with Navigation system, Leather seats, Bluetooth, Rear camera. Condition: Dented door."
bmw,1-series,2022,122282,72447,Hatchback,4,Automatic Transmission,Gasoline,Blue, Dubai,"2022 bmw 1-series with Adaptive cruise control, Bluetooth, Rear camera, Navigation system. Condition: No damage."
